id,battery_power,blue,clock_speed,dual_sim,fc_megapixel,four_g,int_memory,m_depth,mobile_wt,n_cores,pc_megapixel,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,mobile_wt_zscore,ram_zscore,new mobile_wt,new ram,,,,
702,1717,1,1.3,0,1,0,62,0.7,130,1,3,609,810,3226,6,4,5,0,1,0,3,-0.288674992,0.192500973,130,3226,,,,
703,535,0,1.5,0,1,1,48,0.7,113,1,4,290,811,740,11,10,18,1,1,0,0,-0.769255426,-0.291246645,113,740,,,,
704,1413,0,0.5,1,4,1,39,0.1,185,5,12,1039,1318,3878,19,16,4,1,0,0,3,1.266144057,0.319372834,185,3878,,,,
705,1358,0,2.5,1,0,0,20,0.6,135,7,0,1485,1655,3406,5,1,11,0,0,1,3,-0.147327806,0.227526947,135,3406,,,,
706,1519,0,2.9,0,2,0,30,0.7,112,7,8,1122,1702,2440,9,5,10,1,1,1,2,-0.797524863,0.03955422,112,2440,,,,
707,1254,0,1.2,1,2,0,50,0.7,108,5,6,462,1013,3959,10,4,17,1,1,0,3,-0.910602612,0.335134523,108,3959,,,,
708,1591,1,2.2,0,3,1,49,0.4,154,6,7,1384,1883,3703,17,6,20,1,1,0,3,0.389791502,0.285319804,154,3703,,,,
709,977,1,2.8,1,2,0,35,0.6,165,2,15,1502,1862,3714,19,3,10,0,1,1,3,0.700755312,0.28746028,165,3714,,,,
710,1640,1,0.7,0,10,1,21,0.8,169,7,14,589,1301,337,16,3,5,1,1,0,0,0.813833061,-0.369665909,169,337,,,,
711,663,0,0.8,1,0,0,25,0.6,183,2,1,82,1605,3176,6,2,2,1,0,1,2,1.209605182,0.182771536,183,3176,,,,
712,1744,1,1,0,1,1,20,0.5,112,8,3,68,718,1205,18,7,14,1,0,0,1,-0.797524863,-0.200762879,112,1205,,,,
713,1624,0,1.6,1,8,0,28,0.4,150,2,10,689,699,2473,16,11,2,1,0,0,2,0.276713753,0.045975649,150,2473,,,,
714,1108,1,1.3,1,14,1,2,0.3,169,7,20,208,1742,1229,5,3,4,1,1,0,0,0.813833061,-0.196092749,169,1229,,,,
715,1188,1,1.4,1,0,1,9,0.6,114,2,0,1339,1558,2896,12,11,16,1,0,1,3,-0.740985988,0.128286688,114,2896,,,,
716,817,0,1.3,0,0,0,11,0.5,144,3,11,722,766,2039,11,6,19,0,1,0,1,0.107097129,-0.038475866,144,2039,,,,
717,863,0,1.6,1,5,1,6,0.7,133,4,13,717,1799,520,10,2,18,1,0,1,0,-0.20386668,-0.334056169,133,520,,,,
718,1397,0,2.4,1,5,1,3,0.2,121,3,15,433,1658,1378,18,15,4,1,1,1,1,-0.543099928,-0.167099026,121,1378,,,,
719,1108,0,1,0,3,0,49,0.7,140,5,12,1298,1666,3254,12,0,16,1,0,0,3,-0.00598062,0.197949458,140,3254,,,,
720,1068,0,2,1,1,1,37,0.9,184,7,13,186,1998,1803,5,4,7,1,0,0,1,1.23787462,-0.08439881,184,1803,,,,
721,1702,1,2.3,0,12,1,52,0.5,145,2,15,1397,1491,2501,16,12,4,1,0,0,3,0.135366567,0.051424134,145,2501,,,,
722,808,0,0.5,1,0,0,8,0.1,192,4,1,618,1891,3762,15,9,12,1,0,1,3,1.464030118,0.29680054,192,3762,,,,
723,1156,0,0.5,0,6,0,61,0.1,89,7,9,1214,1262,1796,16,6,13,0,1,1,1,-1.44772192,-0.085760931,89,1796,,,,
724,1271,0,0.5,1,2,0,54,0.1,159,8,3,613,650,990,14,11,6,0,1,1,0,0.531138688,-0.242599459,159,990,,,,
725,696,0,0.5,0,6,0,51,0.3,197,3,8,649,907,2630,18,8,9,0,0,1,1,1.605377304,0.076526082,197,2630,,,,
726,1981,1,1.9,1,13,0,45,0.3,175,6,18,193,1234,1380,10,1,13,0,1,0,1,0.983449684,-0.166709849,175,1380,,,,
727,614,0,1.7,1,0,1,58,0.2,128,7,2,22,519,3487,15,6,11,1,1,1,2,-0.345213867,0.243288635,128,3487,,,,
728,1590,0,0.6,1,0,0,7,0.3,122,3,17,1464,1595,1201,12,3,18,1,1,1,1,-0.51483049,-0.201541234,122,1201,,,,
729,1945,0,1.6,0,4,0,21,0.7,113,3,10,280,895,3015,6,1,15,0,0,0,3,-0.769255426,0.151442748,113,3015,,,,
730,1135,1,2.8,1,9,0,43,0.4,158,1,11,690,1589,3204,18,13,6,1,0,0,3,0.502869251,0.188220021,158,3204,,,,
731,1049,0,0.6,1,8,1,2,0.3,172,6,10,39,1564,433,10,7,6,1,0,0,0,0.898641373,-0.350985389,172,433,,,,
732,1807,1,2.1,0,2,0,49,0.8,125,1,10,337,1384,1906,17,13,13,0,1,1,2,-0.430022178,-0.064356169,125,1906,,,,
733,984,1,0.5,0,13,1,42,0.8,98,7,17,1036,1611,898,16,8,13,1,1,0,0,-1.193296984,-0.260501623,98,898,,,,
734,720,1,1.4,1,0,1,61,0.6,96,7,8,1347,1733,2799,5,3,15,1,0,1,3,-1.249835859,0.109411579,96,2799,,,,
735,1536,0,0.8,0,12,0,13,0.3,105,7,20,22,1634,2020,6,0,16,1,1,0,2,-0.995410924,-0.042173052,105,2020,,,,
736,771,1,0.5,0,3,0,25,1,86,4,6,327,922,770,12,1,20,0,1,0,0,-1.532530232,-0.285408983,86,770,,,,
737,503,0,2.5,0,3,0,57,0.6,185,6,11,778,1291,305,11,8,16,0,0,1,0,1.266144057,-0.375892749,185,305,,,,
738,675,0,2.4,0,1,0,42,0.6,187,7,2,482,874,2953,9,5,13,1,1,0,2,1.322682931,0.139378246,187,2953,,,,
739,1936,1,1.9,1,13,1,34,0.2,182,7,14,591,1089,1671,6,1,9,1,0,1,1,1.181335745,-0.110084524,182,1671,,,,
740,1303,0,1,1,0,1,15,0.1,138,3,10,229,1604,2574,12,4,14,1,1,1,2,-0.062519494,0.065629112,138,2574,,,,
741,1004,1,2.9,1,0,0,35,0.2,141,6,9,901,1162,3772,17,8,18,0,1,1,3,0.022288818,0.298746428,141,3772,,,,
742,1972,0,1.2,1,0,0,37,0.7,102,2,1,715,1648,2870,16,0,17,0,0,0,3,-1.080219235,0.12322738,102,2870,,,,
743,1822,0,1.2,0,0,0,8,0.2,195,6,0,172,910,2577,9,5,8,1,1,0,2,1.548838429,0.066212878,195,2577,,,,
744,1159,1,2.8,0,5,1,18,0.5,83,1,7,681,723,2246,8,1,3,1,1,0,1,-1.617338543,0.001804004,83,2246,,,,
745,1782,1,2.8,1,6,1,58,0.8,157,1,13,867,999,2405,15,0,16,1,0,1,2,0.474599814,0.032743614,157,2405,,,,
746,894,0,2.1,1,16,0,16,0.7,168,8,20,286,1300,3377,5,1,6,1,1,1,2,0.785563624,0.221883874,168,3377,,,,
747,1884,0,2.1,1,7,1,43,0.8,185,1,18,451,819,3619,14,8,7,1,1,1,3,1.266144057,0.26897435,185,3619,,,,
748,1648,1,0.5,0,1,1,17,0.9,142,2,3,1119,1238,1184,6,2,2,1,0,1,1,0.050558255,-0.204849242,142,1184,,,,
749,798,0,2.4,0,5,0,4,0.2,96,3,9,526,643,2965,15,7,14,1,1,0,2,-1.249835859,0.141713311,96,2965,,,,
750,802,1,2.4,1,1,0,45,0.8,157,3,9,1299,1633,3713,8,3,8,0,0,0,3,0.474599814,0.287265692,157,3713,,,,
751,1276,1,2.9,1,2,0,53,0.3,130,2,3,217,735,3798,19,10,8,1,1,1,3,-0.288674992,0.303805735,130,3798,,,,
752,1331,1,1.6,0,0,0,16,0.5,165,2,7,1109,1226,1026,13,5,20,1,0,1,1,0.700755312,-0.235594264,165,1026,,,,
753,1620,0,2.6,1,6,0,5,0.9,186,6,18,434,1339,1086,18,14,13,1,0,0,1,1.294413494,-0.223918939,186,1086,,,,
754,1996,0,2.5,0,5,1,51,0.4,122,4,9,671,1445,2236,8,7,12,1,0,1,2,-0.51483049,-0.000141884,122,2236,,,,
755,1092,0,2.7,1,8,0,45,0.8,185,1,10,1404,1424,1303,12,3,20,0,1,1,1,1.266144057,-0.181693182,185,1303,,,,
756,1018,1,0.7,1,7,0,63,0.1,155,5,18,856,883,3048,10,3,2,0,0,1,2,0.418060939,0.157864177,155,3048,,,,
757,545,0,0.5,0,0,1,11,0.3,131,3,1,381,1452,616,15,6,19,1,1,1,0,-0.260405555,-0.315375649,131,616,,,,
758,554,1,1.3,0,0,0,12,0.1,105,6,10,85,806,3764,10,7,4,0,1,1,2,-0.995410924,0.297189718,105,3764,,,,
759,1264,0,2.9,1,2,1,34,0.2,171,3,3,562,849,419,7,4,3,1,1,1,0,0.870371935,-0.353709632,171,419,,,,
760,1030,0,1.6,1,3,1,58,0.2,138,6,20,1111,1812,2858,6,2,18,1,1,1,3,-0.062519494,0.120892315,138,2858,,,,
761,1432,1,1.7,1,6,1,39,0.3,164,4,18,209,947,504,14,4,10,1,1,0,0,0.672485875,-0.337169588,164,504,,,,
762,558,1,2.8,0,1,1,49,0.8,142,5,4,997,1605,392,10,5,8,1,1,1,0,0.050558255,-0.358963528,142,392,,,,
763,829,0,0.5,0,0,0,56,0.6,129,7,1,91,1916,820,12,6,11,1,0,1,0,-0.316944429,-0.275679545,129,820,,,,
764,1741,1,1.8,0,0,0,14,0.7,143,8,0,730,1895,3387,11,3,3,1,0,0,3,0.078827692,0.223829761,143,3387,,,,
765,1849,1,2.3,0,7,1,15,0.4,144,5,19,606,1123,3447,14,11,19,1,0,1,3,0.107097129,0.235505086,144,3447,,,,
766,733,0,2.1,0,5,1,7,0.2,174,7,10,445,1409,1403,15,8,2,1,1,0,0,0.955180247,-0.162234307,174,1403,,,,
767,1872,1,0.9,1,0,0,16,0.5,80,2,2,286,1484,2295,15,11,16,0,0,1,2,-1.702146855,0.011338852,80,2295,,,,
768,1853,0,0.5,1,1,0,27,0.3,197,6,13,985,1005,1973,10,2,8,1,0,1,2,1.605377304,-0.051318723,197,1973,,,,
769,1149,1,2.2,0,4,0,30,0.2,106,6,5,1617,1675,3755,17,14,8,1,0,0,3,-0.967141486,0.295438419,106,3755,,,,
770,891,0,0.5,1,9,1,25,0.3,196,2,19,375,1724,2073,7,1,10,1,0,1,1,1.577107867,-0.031859849,196,2073,,,,
771,1911,1,2,0,7,1,64,0.6,163,8,8,1795,1958,3872,9,8,11,1,1,0,3,0.644216437,0.318205302,163,3872,,,,
772,550,1,0.5,0,16,1,23,0.1,145,2,17,486,1930,302,18,5,8,1,0,0,0,0.135366567,-0.376476515,145,302,,,,
773,576,0,0.8,0,0,1,27,0.1,121,2,4,757,1518,1519,18,6,8,1,0,1,1,-0.543099928,-0.139662013,121,1519,,,,
774,1760,0,1.9,0,1,1,50,0.8,198,1,2,273,1704,2549,10,8,4,1,1,0,2,1.633646741,0.060764393,198,2549,,,,
775,969,0,2.4,0,0,0,45,0.3,124,7,0,491,589,404,18,5,19,1,0,1,0,-0.458291616,-0.356628463,124,404,,,,
776,1160,0,1.1,0,1,1,63,0.7,166,3,2,762,859,595,18,4,15,1,0,1,0,0.729024749,-0.319462013,166,595,,,,
777,827,0,1.1,1,2,1,18,0.9,160,2,16,448,821,1663,14,0,17,1,1,1,0,0.559408125,-0.111641234,160,1663,,,,
778,1786,0,0.5,0,9,1,58,0.7,161,7,10,231,1671,2764,9,3,7,1,1,1,3,0.587677563,0.102600973,161,2764,,,,
779,774,1,0.6,1,2,1,8,0.4,136,1,4,1713,1865,2614,7,0,14,1,1,1,2,-0.119058369,0.073412662,136,2614,,,,
780,819,1,2.5,1,0,1,11,0.2,83,8,1,438,822,1094,10,5,15,1,0,0,0,-1.617338543,-0.222362229,83,1094,,,,
781,1042,0,2.2,0,15,1,11,0.6,139,5,16,68,1018,2826,18,0,2,1,0,0,2,-0.034250057,0.114665476,139,2826,,,,
782,1368,0,3,1,10,0,50,0.2,97,7,18,698,829,2496,13,6,5,0,1,1,2,-1.221566422,0.05045119,97,2496,,,,
783,1592,0,2.1,0,6,1,50,0.1,181,2,17,510,522,2103,19,8,7,1,0,0,1,1.153066308,-0.026022187,181,2103,,,,
784,1067,0,1.8,1,11,0,14,0.2,146,1,15,965,1009,966,5,0,13,0,0,1,0,0.163636004,-0.247269589,146,966,,,,
785,1892,1,0.7,0,5,0,47,0.4,110,4,10,1399,1564,2172,17,14,3,1,1,1,2,-0.854063737,-0.012595563,110,2172,,,,
786,915,0,1.1,0,6,0,56,0.6,187,8,17,532,1448,905,19,10,12,0,1,0,0,1.322682931,-0.259139502,187,905,,,,
787,774,1,2.8,0,7,1,55,0.9,124,3,18,8,896,3916,8,1,12,1,1,0,3,-0.458291616,0.326767207,124,3916,,,,
788,1848,1,1.4,1,2,1,42,0.7,179,2,10,154,605,3902,11,9,3,1,0,1,3,1.096527433,0.324042964,179,3902,,,,
789,1501,0,1.1,0,12,1,2,0.2,187,1,15,198,1056,2487,13,12,16,1,1,1,2,1.322682931,0.048699891,187,2487,,,,
790,1614,0,1.9,0,8,1,55,0.3,188,3,17,860,1330,3914,17,13,13,1,0,0,3,1.350952369,0.326378029,188,3914,,,,
791,911,1,2.9,0,0,0,46,0.1,181,5,1,461,670,363,9,5,17,0,1,0,0,1.153066308,-0.364606601,181,363,,,,
792,1520,0,0.5,0,1,1,24,0.7,199,5,8,109,1909,3233,13,3,4,1,0,1,3,1.661916179,0.193863094,199,3233,,,,
793,1647,0,1.4,1,3,1,38,0.3,102,6,15,193,1185,2532,16,14,15,1,0,1,2,-1.080219235,0.057456385,102,2532,,,,
794,1347,0,0.9,1,8,1,53,0.8,108,6,15,961,1008,3836,15,3,14,1,0,1,3,-0.910602612,0.311200107,108,3836,,,,
795,967,1,1.6,0,4,0,25,0.6,92,8,9,243,1642,3076,7,4,18,0,1,1,2,-1.362913608,0.163312662,92,3076,,,,
796,1442,0,2.2,0,0,1,56,0.7,145,5,3,1626,1668,1513,11,8,7,1,1,0,2,0.135366567,-0.140829546,145,1513,,,,
797,1204,1,2.6,0,0,0,10,0.3,199,7,3,480,1482,1724,11,2,19,1,0,0,1,1.661916179,-0.099771321,199,1724,,,,
798,1320,0,2.1,1,0,1,41,0.6,144,7,2,123,1229,542,11,1,14,1,1,0,0,0.107097129,-0.329775216,144,542,,,,
799,1800,1,0.7,0,2,1,8,0.4,100,7,6,400,823,3481,10,8,8,1,0,1,3,-1.13675811,0.242121103,100,3481,,,,
800,1567,0,2.1,1,3,0,22,0.8,153,3,19,190,1326,3991,15,2,10,1,0,0,3,0.361522065,0.341361362,153,3991,,,,
801,1439,0,0.9,0,12,1,20,0.8,147,1,17,626,932,1790,19,12,15,1,0,1,1,0.191905441,-0.086928463,147,1790,,,,
802,1422,0,1,0,15,0,3,0.1,112,1,17,1,926,509,19,1,3,1,1,1,0,-0.797524863,-0.336196645,112,509,,,,
803,1591,1,2.2,1,4,1,52,1,161,3,16,548,1641,282,10,9,14,1,1,1,0,0.587677563,-0.38036829,161,282,,,,
804,880,0,1.7,0,2,0,6,0.6,198,4,19,632,660,3006,6,4,3,1,0,0,2,1.633646741,0.149691449,198,3006,,,,
805,1929,1,0.5,1,0,1,19,1,163,6,2,349,1051,1913,12,7,6,1,1,0,1,0.644216437,-0.062994048,163,1913,,,,
806,1642,1,1.6,1,0,0,5,0.4,102,5,2,1686,1889,1333,18,0,2,0,0,1,2,-1.080219235,-0.17585552,102,1333,,,,
807,1511,0,2.5,1,3,0,21,0.2,114,3,18,1455,1982,3746,10,0,5,1,0,0,3,-0.740985988,0.29368712,114,3746,,,,
808,1312,0,1.3,0,5,1,10,0.6,163,2,9,95,893,3941,6,2,13,1,1,1,3,0.644216437,0.331631925,163,3941,,,,
809,1852,0,1.4,0,4,1,10,0.7,196,1,18,580,1163,3970,13,1,11,1,0,1,3,1.577107867,0.337274999,196,3970,,,,
810,972,1,1.3,0,8,0,44,0.7,82,7,10,297,589,3925,7,6,7,0,1,0,3,-1.645607981,0.328518505,82,3925,,,,
811,691,1,2.7,1,4,1,33,0.9,108,4,8,951,962,424,5,3,15,1,1,1,0,-0.910602612,-0.352736688,108,424,,,,
812,807,0,0.5,0,9,0,8,0.3,158,5,20,667,697,1284,17,13,2,0,1,1,0,0.502869251,-0.185390368,158,1284,,,,
813,1113,0,0.6,1,0,0,25,0.3,145,1,10,1047,1312,277,11,2,12,1,0,1,0,0.135366567,-0.381341233,145,277,,,,
814,721,1,1.3,1,10,0,16,0.9,125,1,18,408,1862,1713,10,3,4,0,1,1,1,-0.430022178,-0.101911797,125,1713,,,,
815,1188,1,1.5,1,0,0,54,0.3,198,6,2,1150,1469,485,12,7,7,0,1,0,0,1.633646741,-0.340866775,198,485,,,,
816,1512,1,0.5,0,1,0,52,0.1,131,1,14,333,952,3002,6,5,7,0,0,1,2,-0.260405555,0.148913094,131,3002,,,,
817,805,1,0.7,0,0,0,64,0.1,97,4,14,641,704,418,11,6,17,0,1,1,0,-1.221566422,-0.35390422,97,418,,,,
818,918,0,0.9,1,1,0,8,0.1,123,7,5,653,671,1652,17,4,14,1,1,0,1,-0.486561053,-0.11378171,123,1652,,,,
819,1320,0,0.5,1,7,0,48,0.2,168,5,16,103,1583,2893,8,5,9,0,0,1,2,0.785563624,0.127702921,168,2893,,,,
820,1236,0,0.9,1,2,1,57,0.1,188,1,14,517,809,1406,14,12,20,1,0,1,0,1.350952369,-0.161650541,188,1406,,,,
821,1387,0,0.5,0,0,1,61,0.5,98,3,0,785,1151,629,5,3,11,1,1,0,0,-1.193296984,-0.312845995,98,629,,,,
822,1883,1,2.7,1,6,1,30,0.5,95,2,10,531,791,3724,16,15,20,1,1,1,3,-1.278105296,0.289406168,95,3724,,,,
823,839,0,2,1,0,0,14,0.4,175,7,3,564,1391,3835,15,8,11,1,0,0,3,0.983449684,0.311005518,175,3835,,,,
824,1593,1,1,0,0,1,52,0.7,130,8,0,761,1336,1354,15,13,13,1,1,1,1,-0.288674992,-0.171769156,130,1354,,,,
825,1722,1,1,0,7,0,25,0.8,88,6,19,1179,1638,2376,5,1,19,0,0,1,3,-1.475991357,0.027100541,88,2376,,,,
826,1954,0,0.6,1,8,0,7,0.9,126,3,9,673,690,3438,17,12,13,1,0,0,3,-0.401752741,0.233753787,126,3438,,,,
827,1788,1,0.5,1,15,1,2,0.3,150,6,20,472,1073,2655,12,2,4,1,0,1,2,0.276713753,0.0813908,150,2655,,,,
828,1628,0,0.5,0,5,1,33,0.9,101,6,8,412,643,3361,16,10,13,1,0,0,3,-1.108488673,0.218770454,101,3361,,,,
829,1965,0,0.5,0,6,1,4,1,84,7,9,977,1660,3535,17,0,16,1,1,1,3,-1.589069106,0.252628895,84,3535,,,,
830,833,1,2.2,0,4,0,27,0.9,124,1,6,359,1395,2150,9,5,7,0,1,1,1,-0.458291616,-0.016876516,124,2150,,,,
831,571,0,0.6,0,1,1,43,0.5,141,3,8,224,783,2587,7,5,18,1,0,0,1,0.022288818,0.068158766,141,2587,,,,
832,1808,1,0.5,1,1,0,31,0.5,92,2,16,714,1208,2736,9,1,8,0,0,1,3,-1.362913608,0.097152489,92,2736,,,,
833,1860,0,0.5,1,2,1,55,0.7,83,6,3,195,799,676,15,0,4,1,0,1,0,-1.617338543,-0.303700324,83,676,,,,
834,1368,1,1.6,1,4,0,9,0.1,115,7,7,843,1145,2941,13,12,17,0,1,0,3,-0.712716551,0.137043181,115,2941,,,,
835,1161,0,1.3,1,0,1,21,0.6,126,8,12,308,1169,3336,6,4,14,1,0,1,3,-0.401752741,0.213905735,126,3336,,,,
836,1224,1,1.6,0,9,0,33,1,157,1,18,522,563,3796,10,5,13,1,1,0,3,0.474599814,0.303416557,157,3796,,,,
837,902,1,0.6,1,0,0,63,0.7,122,5,14,364,1360,3654,18,8,15,0,1,1,3,-0.51483049,0.275784956,122,3654,,,,
838,787,1,0.5,0,15,0,11,0.6,93,1,16,806,1423,2934,8,6,14,1,0,1,2,-1.334644171,0.13568106,93,2934,,,,
839,854,0,0.5,0,2,0,30,0.5,125,8,5,518,1152,2889,5,2,11,0,0,1,2,-0.430022178,0.126924566,125,2889,,,,
840,1184,0,1.5,1,1,1,48,0.6,191,1,6,519,1577,3315,17,7,14,1,1,1,3,1.43576068,0.209819371,191,3315,,,,
841,1973,0,1.6,1,5,1,39,0.8,152,4,6,792,1181,1993,9,0,5,1,0,0,2,0.333252627,-0.047426948,152,1993,,,,
842,510,0,1.7,1,3,0,35,0.8,120,3,6,382,1228,2509,17,2,11,0,1,1,1,-0.571369365,0.052980844,120,2509,,,,
843,966,0,2,0,8,1,34,0.5,118,2,10,214,1523,3534,18,17,11,1,1,1,3,-0.627908239,0.252434306,118,3534,,,,
844,1438,1,1.8,0,3,0,16,0.6,169,8,7,859,867,2246,14,11,15,0,0,0,2,0.813833061,0.001804004,169,2246,,,,
845,1986,0,0.5,0,7,0,51,0.4,95,3,9,342,774,3165,5,0,13,1,0,0,3,-1.278105296,0.18063106,95,3165,,,,
846,1907,0,2,0,13,0,55,0.9,105,7,15,713,1513,286,14,4,17,1,0,1,0,-0.995410924,-0.379589935,105,286,,,,
847,1489,0,2.4,1,8,0,32,0.6,200,1,16,172,812,776,7,6,8,0,0,0,0,1.690185616,-0.28424145,200,776,,,,
848,1843,1,1.8,1,13,1,16,0.7,134,6,18,118,580,3213,15,14,15,1,1,0,3,-0.175597243,0.18997132,134,3213,,,,
849,825,1,1.5,0,11,0,38,0.4,94,3,18,540,783,716,11,4,14,0,1,0,0,-1.306374733,-0.295916775,94,716,,,,
850,1286,1,2.3,0,10,1,16,0.1,98,2,18,18,662,424,10,5,4,1,1,0,0,-1.193296984,-0.352736688,98,424,,,,
851,840,0,0.6,0,0,1,63,0.8,137,7,19,987,1081,3486,12,8,18,1,1,0,3,-0.090788931,0.243094047,137,3486,,,,
852,757,0,2.3,1,5,1,58,0.2,163,4,7,535,697,3237,19,12,9,1,0,1,2,0.644216437,0.194641449,163,3237,,,,
853,814,1,1.1,1,2,0,41,0.8,177,2,10,1092,1406,1944,16,6,12,1,0,0,1,1.039988559,-0.056961797,177,1944,,,,
854,1195,1,1.1,1,2,1,8,0.9,80,6,6,327,1001,643,14,2,19,1,0,0,0,-1.702146855,-0.310121753,80,643,,,,
855,767,0,0.8,0,7,1,10,0.5,107,4,12,517,1995,2317,6,0,12,1,1,1,2,-0.938872049,0.015619805,107,2317,,,,
856,1068,0,1.3,0,6,1,52,0.1,97,8,7,994,1500,1436,16,1,15,1,0,0,1,-1.221566422,-0.155812879,97,1436,,,,
857,994,1,2.8,1,0,0,56,0.5,173,3,3,491,530,3190,5,2,20,1,1,1,2,0.92691081,0.185495778,173,3190,,,,
858,1550,1,2.5,0,6,0,21,0.8,133,2,11,268,832,2338,16,1,15,0,1,0,2,-0.20386668,0.019706168,133,2338,,,,
859,1878,1,0.5,0,9,0,29,0.6,85,8,19,210,1026,1334,18,7,2,0,0,0,1,-1.560799669,-0.175660931,85,1334,,,,
860,623,0,2,0,2,0,6,0.1,127,3,4,144,672,3657,17,3,19,1,1,0,2,-0.373483304,0.276368722,127,3657,,,,
861,1829,1,0.5,0,0,1,15,0.4,160,5,7,729,1267,2080,16,11,12,1,0,1,2,0.559408125,-0.030497728,160,2080,,,,
862,525,0,2.4,1,11,0,35,0.8,190,7,20,82,670,1609,16,11,3,0,0,0,0,1.407491243,-0.122149026,190,1609,,,,
863,1065,1,0.5,0,0,1,14,0.7,89,2,2,188,928,3078,10,1,18,1,0,1,2,-1.44772192,0.163701839,89,3078,,,,
864,1425,0,1.2,0,9,1,35,0.7,127,8,14,150,1897,590,13,2,6,1,1,1,0,-0.373483304,-0.320434956,127,590,,,,
865,1296,0,1.4,1,3,0,11,0.2,129,7,4,1222,1382,2552,19,8,10,1,1,1,2,-0.316944429,0.06134816,129,2552,,,,
866,642,0,2.8,0,3,0,34,0.8,197,2,15,331,1011,3355,12,5,13,0,0,0,2,1.605377304,0.217602921,197,3355,,,,
867,1664,1,2.9,1,9,1,15,0.5,177,7,19,1178,1929,1968,12,7,9,1,0,0,2,1.039988559,-0.052291667,177,1968,,,,
868,1498,1,0.7,0,3,1,8,0.1,170,7,4,347,1076,3358,7,3,19,1,0,0,3,0.842102498,0.218186687,170,3358,,,,
869,981,1,1.9,1,0,0,2,0.1,136,3,7,75,688,1539,19,12,19,0,0,0,0,-0.119058369,-0.135770238,136,1539,,,,
870,1236,1,2.8,0,6,1,32,0.3,143,4,18,492,1403,942,16,12,14,1,1,1,0,0.078827692,-0.251939719,143,942,,,,
871,1673,0,2.8,1,7,0,9,0.1,187,3,10,65,734,3669,9,1,10,1,0,1,3,1.322682931,0.278703787,187,3669,,,,
872,712,1,1.6,0,6,1,9,0.8,172,2,14,881,1234,3612,13,5,4,1,0,0,3,0.898641373,0.267612228,172,3612,,,,
873,569,1,0.5,1,10,1,4,0.8,170,3,19,351,1159,2351,8,7,10,1,1,0,1,0.842102498,0.022235822,170,2351,,,,
874,603,1,0.7,1,0,1,64,0.2,156,6,0,1842,1968,604,10,4,8,1,1,1,0,0.446330376,-0.317710714,156,604,,,,
875,1332,0,0.8,1,2,0,11,0.5,187,2,4,758,1165,1285,5,0,9,1,1,0,1,1.322682931,-0.185195779,187,1285,,,,
876,1413,0,0.6,0,0,1,13,0.1,128,1,0,1323,1481,515,5,0,18,1,1,0,0,-0.345213867,-0.335029112,128,515,,,,
877,1064,0,2.9,1,1,1,34,0.2,184,6,13,1175,1569,654,16,13,6,1,0,0,0,1.23787462,-0.307981277,184,654,,,,
878,1444,0,0.6,0,2,0,48,0.5,82,5,17,1092,1554,2540,17,2,15,1,1,1,3,-1.645607981,0.059013095,82,2540,,,,
879,1366,1,1.7,1,5,1,53,0.2,161,5,9,647,1876,3869,17,5,14,1,0,1,3,0.587677563,0.317621536,161,3869,,,,
880,906,0,2.1,1,7,0,18,0.1,136,2,11,1102,1793,3412,13,8,16,1,0,0,3,-0.119058369,0.22869448,136,3412,,,,
881,1554,0,2.7,1,3,1,47,0.7,185,5,12,319,1367,509,12,3,19,1,0,0,0,1.266144057,-0.336196645,185,509,,,,
882,1187,0,2.3,0,0,1,21,0.2,122,6,6,215,1125,2547,10,3,5,1,1,0,2,-0.51483049,0.060375216,122,2547,,,,
883,1156,1,2.7,1,1,1,30,0.9,173,3,16,945,1913,2735,16,15,13,1,0,1,2,0.92691081,0.0969579,173,2735,,,,
884,1918,0,2.8,0,1,0,22,0.3,139,1,5,381,1203,1369,9,6,6,0,1,1,1,-0.034250057,-0.168850325,139,1369,,,,
885,841,1,0.5,1,8,0,39,0.1,199,6,13,546,828,2942,11,5,16,0,1,1,2,1.661916179,0.13723777,199,2942,,,,
886,730,1,1.3,1,6,0,6,0.9,167,7,10,1096,1155,2812,10,1,17,0,0,0,2,0.757294186,0.111941233,167,2812,,,,
887,878,1,1.3,0,13,1,31,0.5,153,4,18,575,618,3497,9,7,11,1,1,0,2,0.361522065,0.245234523,153,3497,,,,
888,1059,0,0.5,1,0,0,50,0.7,182,8,1,519,1545,619,5,3,18,0,1,1,0,1.181335745,-0.314791883,182,619,,,,
889,1578,0,2.9,0,8,0,3,0.9,200,1,20,342,670,3483,17,4,16,1,0,0,3,1.690185616,0.24251028,200,3483,,,,
890,1829,0,1.7,0,0,0,36,0.8,112,5,1,291,563,1475,11,4,7,0,0,0,1,-0.797524863,-0.148223918,112,1475,,,,
891,1132,0,1,0,0,0,8,0.1,157,1,4,1091,1293,1950,11,2,6,0,1,1,1,0.474599814,-0.055794264,157,1950,,,,
892,1652,0,0.6,1,4,1,40,1,198,7,6,352,1084,3592,7,6,6,1,0,0,3,1.633646741,0.263720454,198,3592,,,,
893,912,0,0.5,1,0,0,58,0.3,107,5,1,165,1723,3573,17,3,20,1,1,0,3,-0.938872049,0.260023267,107,3573,,,,
